time,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1
2024-08-30 05:00:00,25.0,24.9,24.7,24.4,24.2,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8
2024-08-30 06:00:00,24.9,24.7,24.4,24.2,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0
2024-08-30 07:00:00,24.7,24.4,24.2,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7
2024-08-30 08:00:00,24.4,24.2,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5
2024-08-30 09:00:00,24.2,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2
2024-08-30 10:00:00,23.8,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9
2024-08-30 11:00:00,23.0,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9
2024-08-30 12:00:00,22.7,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9
2024-08-30 13:00:00,23.5,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4
2024-08-30 14:00:00,26.7,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7
2024-08-30 15:00:00,28.4,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6
2024-08-30 16:00:00,30.0,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6
2024-08-30 17:00:00,31.2,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1
2024-08-30 18:00:00,32.1,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2
2024-08-30 19:00:00,32.1,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2,30.6
2024-08-30 20:00:00,31.9,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2,30.6,29.7
2024-08-30 21:00:00,31.7,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2,30.6,29.7,29.3
2024-08-30 22:00:00,30.9,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2,30.6,29.7,29.3,28.1
2024-08-30 23:00:00,29.7,28.6,27.7,26.6,26.0,25.8,25.0,24.7,24.5,24.2,23.9,23.9,22.9,22.4,22.7,25.6,27.6,29.1,30.2,30.6,29.7,29.3,28.1,27.3
